"variable","percent","point","mean","sd"
"pelvic_rotation",67,68,-3.09764,4
"pelvic_rotation",68,69,-3.33797,4
"pelvic_rotation",69,70,-3.56513,4
"pelvic_rotation",70,71,-3.77822,4
"pelvic_rotation",71,72,-3.9764,4
"pelvic_rotation",72,73,-4.15888,4
"pelvic_rotation",73,74,-4.32496,4
"pelvic_rotation",74,75,-4.47396,4
"pelvic_rotation",75,76,-4.6053,4
"pelvic_rotation",76,77,-4.71848,4
"pelvic_rotation",77,78,-4.81303,4
"pelvic_rotation",78,79,-4.88858,4
"pelvic_rotation",79,80,-4.94484,4
"pelvic_rotation",80,81,-4.98159,4
"pelvic_rotation",81,82,-4.99868,4
"pelvic_rotation",82,83,-4.99604,4
"pelvic_rotation",83,84,-4.97368,4
"pelvic_rotation",84,85,-4.93169,4
"pelvic_rotation",85,86,-4.87024,4
"pelvic_rotation",86,87,-4.78957,4
"pelvic_rotation",87,88,-4.69,4
"pelvic_rotation",88,89,-4.57192,4
"pelvic_rotation",89,90,-4.43579,4
"pelvic_rotation",90,91,-4.28216,4
"pelvic_rotation",91,92,-4.11163,4
"pelvic_rotation",92,93,-3.92487,4
"pelvic_rotation",93,94,-3.72262,4
"pelvic_rotation",94,95,-3.50569,4
"pelvic_rotation",95,96,-3.27491,4
"pelvic_rotation",96,97,-3.03121,4
"pelvic_rotation",97,98,-2.77555,4
"pelvic_rotation",98,99,-2.50894,4
"pelvic_rotation",99,100,-2.23242,4
"pelvic_rotation",100,101,-1.94709,4
"hip_flexion",0,1,30,5
"hip_flexion",1,2,29.96053,5
"hip_flexion",2,3,29.84229,5
"hip_flexion",3,4,29.64575,5
"hip_flexion",4,5,29.37166,5
"hip_flexion",5,6,29.02113,5
"hip_flexion",6,7,28.59553,5
"hip_flexion",7,8,28.09654,5
"hip_flexion",8,9,27.52613,5
"hip_flexion",9,10,26.88656,5
"hip_flexion",10,11,26.18034,5
"hip_flexion",11,12,25.41026,5
"hip_flexion",12,13,24.57937,5
"hip_flexion",13,14,23.69094,5
"hip_flexion",14,15,22.74848,5
"hip_flexion",15,16,21.75571,5
"hip_flexion",16,17,20.71654,5
"hip_flexion",17,18,19.63507,5
"hip_flexion",18,19,18.51559,5
"hip_flexion",19,20,17.36249,5
"hip_flexion",20,21,16.18034,5
"hip_flexion",21,22,14.9738,5
"hip_flexion",22,23,13.74763,5
"hip_flexion",23,24,12.50666,5
"hip_flexion",24,25,11.25581,5
"hip_flexion",25,26,10,5
"hip_flexion",26,27,8.74419,5
"hip_flexion",27,28,7.49334,5
"hip_flexion",28,29,6.25237,5
"hip_flexion",29,30,5.0262,5
"hip_flexion",30,31,3.81966,5
"hip_flexion",31,32,2.63751,5
"hip_flexion",32,33,1.48441,5
"hip_flexion",33,34,0.36493,5
"hip_flexion",34,35,-0.71654,5
"hip_flexion",35,36,-1.75571,5
"hip_flexion",36,37,-2.74848,5
"hip_flexion",37,38,-3.69094,5
"hip_flexion",38,39,-4.57937,5
"hip_flexion",39,40,-5.41026,5
"hip_flexion",40,41,-6.18034,5
"hip_flexion",41,42,-6.88656,5
"hip_flexion",42,43,-7.52613,5
"hip_flexion",43,44,-8.09654,5
"hip_flexion",44,45,-8.59553,5
"hip_flexion",45,46,-9.02113,5
"hip_flexion",46,47,-9.37166,5
"hip_flexion",47,48,-9.64575,5
"hip_flexion",48,49,-9.84229,5
"hip_flexion",49,50,-9.96053,5
"hip_flexion",50,51,-10,5
"hip_flexion",51,52,-9.96053,5
"hip_flexion",52,53,-9.84229,5
"hip_flexion",53,54,-9.64575,5
"hip_flexion",54,55,-9.37166,5
"hip_flexion",55,56,-9.02113,5
"hip_flexion",56,57,-8.59553,5
"hip_flexion",57,58,-8.09654,5
"hip_flexion",58,59,-7.52613,5
"hip_flexion",59,60,-6.88656,5
"hip_flexion",60,61,-6.18034,5
"hip_flexion",61,62,-5.41026,5
"hip_flexion",62,63,-4.57937,5
"hip_flexion",63,64,-3.69094,5
"hip_flexion",64,65,-2.74848,5
"hip_flexion",65,66,-1.75571,5
"hip_flexion",66,67,-0.71654,5
"hip_flexion",67,68,0.36493,5
"hip_flexion",68,69,1.48441,5
"hip_flexion",69,70,2.63751,5
"hip_flexion",70,71,3.81966,5
"hip_flexion",71,72,5.0262,5
"hip_flexion",72,73,6.25237,5
"hip_flexion",73,74,7.49334,5
"hip_flexion",74,75,8.74419,5
"hip_flexion",75,76,10,5
"hip_flexion",76,77,11.25581,5
"hip_flexion",77,78,12.50666,5
"hip_flexion",78,79,13.74763,5
"hip_flexion",79,80,14.9738,5
"hip_flexion",80,81,16.18034,5
"hip_flexion",81,82,17.36249,5
"hip_flexion",82,83,18.51559,5
"hip_flexion",83,84,19.63507,5
"hip_flexion",84,85,20.71654,5
"hip_flexion",85,86,21.75571,5
"hip_flexion",86,87,22.74848,5
"hip_flexion",87,88,23.69094,5
"hip_flexion",88,89,24.57937,5
"hip_flexion",89,90,25.41026,5
"hip_flexion",90,91,26.18034,5
"hip_flexion",91,92,26.88656,5
"hip_flexion",92,93,27.52613,5
"hip_flexion",93,94,28.09654,5
"hip_flexion",94,95,28.59553,5
"hip_flexion",95,96,29.02113,5
"hip_flexion",96,97,29.37166,5
"hip_flexion",97,98,29.64575,5
"hip_flexion",98,99,29.84229,5
"hip_flexion",99,100,29.96053,5
"hip_flexion",100,101,30,5
"hip_adduction",0,1,5.70151,3
"hip_adduction",1,2,5.96036,3
"hip_adduction",2,3,6.20753,3
"hip_adduction",3,4,6.44204,3
"hip_adduction",4,5,6.66297,3
"hip_adduction",5,6,6.86943,3
"hip_adduction",6,7,7.06063,3
"hip_adduction",7,8,7.23581,3
"hip_adduction",8,9,7.39426,3
"hip_adduction",9,10,7.53538,3
"hip_adduction",10,11,7.65859,3
"hip_adduction",11,12,7.76342,3
"hip_adduction",12,13,7.84945,3
"hip_adduction",13,14,7.91634,3
"hip_adduction",14,15,7.96383,3
"hip_adduction",15,16,7.99173,3
"hip_adduction",16,17,7.99993,3
"hip_adduction",17,18,7.9884,3
"hip_adduction",18,19,7.95718,3
"hip_adduction",19,20,7.90639,3
"hip_adduction",20,21,7.83625,3
"hip_adduction",21,22,7.74701,3
"hip_adduction",22,23,7.63904,3
"hip_adduction",23,24,7.51277,3
"hip_adduction",24,25,7.36868,3
"hip_adduction",25,26,7.20735,3
"hip_adduction",26,27,7.02942,3
"hip_adduction",27,28,6.83559,3
"hip_adduction",28,29,6.62662,3
"hip_adduction",29,30,6.40333,3
"hip_adduction",30,31,6.16662,3
"hip_adduction",31,32,5.91741,3
"hip_adduction",32,33,5.65668,3
"hip_adduction",33,34,5.38547,3
"hip_adduction",34,35,5.10484,3
"hip_adduction",35,36,4.81591,3
"hip_adduction",36,37,4.51981,3
"hip_adduction",37,38,4.21772,3
"hip_adduction",38,39,3.91082,3
"hip_adduction",39,40,3.60032,3
"hip_adduction",40,41,3.28745,3
"hip_adduction",41,42,2.97345,3
"hip_adduction",42,43,2.65956,3
"hip_adduction",43,44,2.347,3
"hip_adduction",44,45,2.03703,3
"hip_adduction",45,46,1.73085,3
"hip_adduction",46,47,1.42969,3
"hip_adduction",47,48,1.13472,3
"hip_adduction",48,49,0.84711,3
"hip_adduction",49,50,0.568,3
"hip_adduction",50,51,0.29849,3
"hip_adduction",51,52,0.03964,3
"hip_adduction",52,53,-0.20753,3
"hip_adduction",53,54,-0.44204,3
"hip_adduction",54,55,-0.66297,3
"hip_adduction",55,56,-0.86943,3
"hip_adduction",56,57,-1.06063,3
"hip_adduction",57,58,-1.23581,3
"hip_adduction",58,59,-1.39426,3
"hip_adduction",59,60,-1.53538,3
"hip_adduction",60,61,-1.65859,3
"hip_adduction",61,62,-1.76342,3
"hip_adduction",62,63,-1.84945,3
"hip_adduction",63,64,-1.91634,3
"hip_adduction",64,65,-1.96383,3
"hip_adduction",65,66,-1.99173,3
"hip_adduction",66,67,-1.99993,3
"hip_adduction",67,68,-1.9884,3
"hip_adduction",68,69,-1.95718,3
"hip_adduction",69,70,-1.90639,3
"hip_adduction",70,71,-1.83625,3
"hip_adduction",71,72,-1.74701,3
"hip_adduction",72,73,-1.63904,3
"hip_adduction",73,74,-1.51277,3
"hip_adduction",74,75,-1.36868,3
"hip_adduction",75,76,-1.20735,3
"hip_adduction",76,77,-1.02942,3
"hip_adduction",77,78,-0.83559,3
"hip_adduction",78,79,-0.62662,3
"hip_adduction",79,80,-0.40333,3
"hip_adduction",80,81,-0.16662,3
"hip_adduction",81,82,0.08259,3
"hip_adduction",82,83,0.34332,3
"hip_adduction",83,84,0.61453,3
"hip_adduction",84,85,0.89516,3
"hip_adduction",85,86,1.18409,3
"hip_adduction",86,87,1.48019,3
"hip_adduction",87,88,1.78228,3
"hip_adduction",88,89,2.08918,3
"hip_adduction",89,90,2.39968,3
"hip_adduction",90,91,2.71255,3
"hip_adduction",91,92,3.02655,3
"hip_adduction",92,93,3.34044,3
"hip_adduction",93,94,3.653,3
"hip_adduction",94,95,3.96297,3
"hip_adduction",95,96,4.26915,3
"hip_adduction",96,97,4.57031,3
"hip_adduction",97,98,4.86528,3
"hip_adduction",98,99,5.15289,3
"hip_adduction",99,100,5.432,3
"hip_adduction",100,101,5.70151,3
"hip_rotation",0,1,-2,6
"hip_rotation",1,2,-1.68605,6
"hip_rotation",2,3,-1.37333,6
"hip_rotation",3,4,-1.06309,6
"hip_rotation",4,5,-0.75655,6
"hip_rotation",5,6,-0.45492,6
"hip_rotation",6,7,-0.15938,6
"hip_rotation",7,8,0.1289,6
"hip_rotation",8,9,0.40877,6
"hip_rotation",9,10,0.67913,6
"hip_rotation",10,11,0.93893,6
"hip_rotation",11,12,1.18712,6
"hip_rotation",12,13,1.42274,6
"hip_rotation",13,14,1.64484,6
"hip_rotation",14,15,1.85257,6
"hip_rotation",15,16,2.04508,6
"hip_rotation",16,17,2.22164,6
"hip_rotation",17,18,2.38153,6
"hip_rotation",18,19,2.52414,6
"hip_rotation",19,20,2.64888,6
"hip_rotation",20,21,2.75528,6
"hip_rotation",21,22,2.84292,6
"hip_rotation",22,23,2.91144,6
"hip_rotation",23,24,2.96057,6
"hip_rotation",24,25,2.99013,6
"hip_rotation",25,26,3,6
"hip_rotation",26,27,2.99013,6
"hip_rotation",27,28,2.96057,6
"hip_rotation",28,29,2.91144,6
"hip_rotation",29,30,2.84292,6
"hip_rotation",30,31,2.75528,6
"hip_rotation",31,32,2.64888,6
"hip_rotation",32,33,2.52414,6
"hip_rotation",33,34,2.38153,6
"hip_rotation",34,35,2.22164,6
"hip_rotation",35,36,2.04508,6
"hip_rotation",36,37,1.85257,6
"hip_rotation",37,38,1.64484,6
"hip_rotation",38,39,1.42274,6
"hip_rotation",39,40,1.18712,6
"hip_rotation",40,41,0.93893,6
"hip_rotation",41,42,0.67913,6
"hip_rotation",42,43,0.40877,6
"hip_rotation",43,44,0.1289,6
"hip_rotation",44,45,-0.15938,6
"hip_rotation",45,46,-0.45492,6
"hip_rotation",46,47,-0.75655,6
"hip_rotation",47,48,-1.06309,6
"hip_rotation",48,49,-1.37333,6
"hip_rotation",49,50,-1.68605,6
"hip_rotation",50,51,-2,6
"hip_rotation",51,52,-2.31395,6
"hip_rotation",52,53,-2.62667,6
"hip_rotation",53,54,-2.93691,6
"hip_rotation",54,55,-3.24345,6
"hip_rotation",55,56,-3.54508,6
"hip_rotation",56,57,-3.84062,6
"hip_rotation",57,58,-4.1289,6
"hip_rotation",58,59,-4.40877,6
"hip_rotation",59,60,-4.67913,6
"hip_rotation",60,61,-4.93893,6
"hip_rotation",61,62,-5.18712,6
"hip_rotation",62,63,-5.42274,6
"hip_rotation",63,64,-5.64484,6
"hip_rotation",64,65,-5.85257,6
"hip_rotation",65,66,-6.04508,6
"hip_rotation",66,67,-6.22164,6
"hip_rotation",67,68,-6.38153,6
"hip_rotation",68,69,-6.52414,6
"hip_rotation",69,70,-6.64888,6
"hip_rotation",70,71,-6.75528,6
"hip_rotation",71,72,-6.84292,6
"hip_rotation",72,73,-6.91144,6
"hip_rotation",73,74,-6.96057,6
"hip_rotation",74,75,-6.99013,6
"hip_rotation",75,76,-7,6
"hip_rotation",76,77,-6.99013,6
"hip_rotation",77,78,-6.96057,6
"hip_rotation",78,79,-6.91144,6
"hip_rotation",79,80,-6.84292,6
"hip_rotation",80,81,-6.75528,6
"hip_rotation",81,82,-6.64888,6
"hip_rotation",82,83,-6.52414,6
"hip_rotation",83,84,-6.38153,6
"hip_rotation",84,85,-6.22164,6
"hip_rotation",85,86,-6.04508,6
"hip_rotation",86,87,-5.85257,6
"hip_rotation",87,88,-5.64484,6
"hip_rotation",88,89,-5.42274,6
"hip_rotation",89,90,-5.18712,6
"hip_rotation",90,91,-4.93893,6
"hip_rotation",91,92,-4.67913,6
"hip_rotation",92,93,-4.40877,6
"hip_rotation",93,94,-4.1289,6
"hip_rotation",94,95,-3.84062,6
"hip_rotation",95,96,-3.54508,6
"hip_rotation",96,97,-3.24345,6
"hip_rotation",97,98,-2.93691,6
"hip_rotation",98,99,-2.62667,6
"hip_rotation",99,100,-2.31395,6
"hip_rotation",100,101,-2,6
"knee_flexion",0,1,5.80829,5
"knee_flexion",1,2,6.15627,5
"knee_flexion",2,3,6.6137,5
"knee_flexion",3,4,7.19717,5
"knee_flexion",4,5,7.91865,5
"knee_flexion",5,6,8.78249,5
"knee_flexion",6,7,9.78243,5
"knee_flexion",7,8,10.89925,5
"knee_flexion",8,9,12.09941,5
"knee_flexion",9,10,13.33535,5
"knee_flexion",10,11,14.54777,5
"knee_flexion",11,12,15.66981,5
"knee_flexion",12,13,16.63291,5
"knee_flexion",13,14,17.37362,5
"knee_flexion",14,15,17.84049,5
"knee_flexion",15,16,18,5
"knee_flexion",16,17,17.84049,5
"knee_flexion",17,18,17.37362,5
"knee_flexion",18,19,16.63291,5
"knee_flexion",19,20,15.66981,5
"knee_flexion",20,21,14.54777,5
"knee_flexion",21,22,13.33535,5
"knee_flexion",22,23,12.09941,5
"knee_flexion",23,24,10.89925,5
"knee_flexion",24,25,9.78243,5
"knee_flexion",25,26,8.78249,5
"knee_flexion",26,27,7.91865,5
"knee_flexion",27,28,7.19718,5
"knee_flexion",28,29,6.61371,5
"knee_flexion",29,30,6.15628,5
"knee_flexion",30,31,5.80832,5
"knee_flexion",31,32,5.55132,5
"knee_flexion",32,33,5.3669,5
"knee_flexion",33,34,5.2383,5
"knee_flexion",34,35,5.15117,5
"knee_flexion",35,36,5.09387,5
"knee_flexion",36,37,5.05743,5
"knee_flexion",37,38,5.03532,5
"knee_flexion",38,39,5.02299,5
"knee_flexion",39,40,5.01764,5
"knee_flexion",40,41,5.01783,5
"knee_flexion",41,42,5.02335,5
"knee_flexion",42,43,5.03515,5
"knee_flexion",43,44,5.05543,5
"knee_flexion",44,45,5.08789,5
"knee_flexion",45,46,5.13802,5
"knee_flexion",46,47,5.21368,5
"knee_flexion",47,48,5.32559,5
"knee_flexion",48,49,5.4881,5
"knee_flexion",49,50,5.71976,5
"knee_flexion",50,51,6.04399,5
"knee_flexion",51,52,6.48948,5
"knee_flexion",52,53,7.09021,5
"knee_flexion",53,54,7.88516,5
"knee_flexion",54,55,8.91715,5
"knee_flexion",55,56,10.2311,5
"knee_flexion",56,57,11.87127,5
"knee_flexion",57,58,13.87774,5
"knee_flexion",58,59,16.28209,5
"knee_flexion",59,60,19.10257,5
"knee_flexion",60,61,22.33918,5
"knee_flexion",61,62,25.96913,5
"knee_flexion",62,63,29.94329,5
"knee_flexion",63,64,34.18427,5
"knee_flexion",64,65,38.58655,5
"knee_flexion",65,66,43.01925,5
"knee_flexion",66,67,47.33146,5
"knee_flexion",67,68,51.36012,5
"knee_flexion",68,69,54.93988,5
"knee_flexion",69,70,57.91417,5
"knee_flexion",70,71,60.14651,5
"knee_flexion",71,72,61.53087,5
